iter	RMSE
143	1.945628877
144	1.940815727
145	1.934068707
146	1.928462444
147	1.924785063
148	1.919296988
149	1.91495271
150	1.910836445
151	1.904203028
152	1.895379027
153	1.891189655
154	1.88483517
155	1.879419025
156	1.874872104
157	1.87133541
158	1.868542065
159	1.865935976
160	1.862564993
161	1.85816927
162	1.854616643
163	1.851373393
164	1.845918754
165	1.842351281
166	1.837000208
167	1.832481472
168	1.829229439
169	1.820112654
170	1.816765089
171	1.813085587
172	1.809544885
173	1.802054073
174	1.797037122
175	1.794286336
176	1.787291634
177	1.781790589
178	1.776793025
179	1.767865442
180	1.760113456
181	1.755850053
182	1.751956005
183	1.747718799
184	1.744522116
185	1.74201499
186	1.734764351
187	1.731977352
188	1.723900879
189	1.717939006
190	1.71267147
191	1.703994613
192	1.697353996
193	1.693739956
194	1.688399537
195	1.68042738
196	1.673308427
197	1.670416536
198	1.666070459
199	1.658407922
200	1.654540973
201	1.650821374
202	1.647883504
203	1.643767885
204	1.637564804
205	1.635629299
206	1.631179183
207	1.628889595
208	1.625498759
209	1.620307894
210	1.615110348
211	1.612192936
212	1.607853051
213	1.603837171
214	1.599313739
215	1.596281413
216	1.594501587
217	1.588405086
218	1.58559337
219	1.58246789
220	1.581466544
221	1.572716179
222	1.566557169
223	1.559794321
224	1.556593813
225	1.552797034
226	1.5498596
227	1.5474463
228	1.545255153
229	1.542445691
230	1.539350845
231	1.536686936
232	1.529958051
233	1.526662
234	1.522616324
235	1.516268147
236	1.511907608
237	1.506884121
238	1.500921347
239	1.499992073
240	1.496983926
241	1.491770006
242	1.48866732
243	1.483231299
244	1.480537388
245	1.478472257
246	1.47623674
247	1.474394332
248	1.471985941
249	1.466542437
250	1.464019809
251	1.462357922
252	1.46021633
253	1.456441272
254	1.451827347
255	1.448590505
256	1.444901003
257	1.444024636
258	1.441713269
259	1.436994553
260	1.433661913
261	1.430566882
262	1.428417474
263	1.427300194
264	1.424771334
265	1.422931335
266	1.421275757
267	1.418787427
268	1.414266172
269	1.412865925
270	1.410250666
271	1.405272201
272	1.401554032
273	1.396737355
274	1.395182591
275	1.389838548
276	1.388065184
277	1.381579506
278	1.378832871
279	1.374111178
280	1.37175245
281	1.370087682
282	1.367196232
283	1.365667185
284	1.363093488
285	1.361661873
286	1.35990074
287	1.358639941
288	1.354767492
289	1.352348516
290	1.350467048
291	1.347399924
292	1.345177628
293	1.340982396
294	1.337022862
295	1.333476086
296	1.330490215
297	1.325529735
298	1.322175255
299	1.320660583
300	1.319752954
301	1.318452143
302	1.316554811
303	1.315415542
304	1.314219585
305	1.312532156
306	1.311261782
307	1.309692103
308	1.307317645
309	1.303481037
310	1.300613929
311	1.295084395
312	1.292736072
313	1.290683974
314	1.288346047
315	1.285531182
316	1.283331124
317	1.279687104
318	1.277588657
319	1.275750283
320	1.272149625
321	1.26766764
322	1.264942334
323	1.263810651
324	1.261873323
325	1.260998432
326	1.259580589
327	1.255998976
328	1.255221174
329	1.252374464
330	1.249570881
331	1.248629193
332	1.245249779
333	1.243909131
334	1.240023751
335	1.238852024
336	1.235701318
337	1.232889284
338	1.23171041
339	1.230869683
340	1.22896082
341	1.227277629
342	1.225123034
343	1.222920841
344	1.219506533
345	1.218839147
346	1.216126652
347	1.213507885
348	1.211238912
349	1.209156639
350	1.206800158
351	1.205446504
352	1.204497371
353	1.201673965
354	1.200408407
355	1.198878487
356	1.197301465
357	1.195347548
358	1.193074439
359	1.190269019
360	1.188958283
361	1.187191984
362	1.183856208
363	1.180349708
364	1.17837868
365	1.17675912
366	1.173964119
367	1.173373688
368	1.172804946
369	1.169625906
370	1.168599837
371	1.167299117
372	1.166418572
373	1.16379461
374	1.163175854
375	1.162419901
376	1.158186282
377	1.156238272
378	1.153078683
379	1.150650131
380	1.149581797
381	1.147856526
382	1.14667902
383	1.143962039
384	1.141742488
385	1.140400007
386	1.138610269
387	1.134989543
388	1.133518771
389	1.131900642
390	1.129476585
391	1.127287038
392	1.125737582
393	1.124156064
394	1.123022928
395	1.120742952
396	1.119955618
397	1.119474925
398	1.117069684
399	1.114745762
400	1.111083492
401	1.108665294
402	1.107940432
403	1.106267202
404	1.104049376
405	1.102909751
406	1.102313625
407	1.100879687
408	1.099425711
409	1.09894598
410	1.097118573
411	1.095243634
412	1.093732055
413	1.091703622
414	1.090495826
415	1.089133337
416	1.088476425
417	1.086427041
418	1.084805842
419	1.084314294
420	1.083655048
421	1.081465662
422	1.080875713
423	1.079562655
424	1.079070185
425	1.077230581
426	1.076214801
427	1.074384203
428	1.073608718
429	1.072783639
430	1.071001103
431	1.070560783
432	1.069520785
433	1.066906986
434	1.065206478
435	1.06270055
436	1.061940543
437	1.061362695
438	1.059239039
439	1.057248048
440	1.054904013
441	1.053685195
442	1.052036417
443	1.051167406
444	1.050006561
445	1.049510812
446	1.04860697
447	1.045391618
448	1.043956588
449	1.040987483
450	1.039184582
451	1.038554263
452	1.034426454
453	1.033180122
454	1.030694693
455	1.02861463
456	1.025356812
457	1.024034552
458	1.02251192
459	1.02090869
460	1.018350171
461	1.016332613
462	1.013523631
463	1.012295637
464	1.01178725
465	1.010355415
466	1.009884337
467	1.009461568
468	1.008236832
469	1.007648452
470	1.004996652
471	1.004032872
472	1.002863351
473	1.002261529
474	1.001892535
475	1.00033887
476	0.9989586629
477	0.998535748
478	0.9976153401
479	0.9955407377
480	0.9945554388
481	0.9934464861
482	0.9920395282
483	0.9914878441
484	0.9894943495
485	0.9885363472
486	0.9861418203
487	0.9853616953
488	0.9846527728
489	0.9842904501
490	0.9837716699
491	0.9832151584
492	0.98266714
493	0.9818044324
494	0.9811232223
495	0.9789172768
496	0.9773538508
497	0.9766217769
498	0.9753222806
499	0.9739361636
500	0.9720416255
501	0.9703070024
502	0.9698701074
503	0.9687520662
504	0.9676392602
505	0.9662996458
506	0.9659760689
507	0.9639685562
508	0.9626364196
509	0.9615749526
510	0.9607186413
511	0.9597850007
512	0.9576878188
513	0.9572456732
514	0.9564185706
515	0.9553776438
516	0.954334619
517	0.954016632
518	0.9528309882
519	0.952472999
520	0.9522024532
521	0.9511638703
522	0.9499158885
523	0.9485005292
524	0.9469724564
525	0.9466673666
526	0.9441921039
527	0.9434913961
528	0.9428136136
529	0.9425616721
530	0.9411316276
531	0.9395927667
532	0.9372119311
533	0.9359859947
534	0.9347807785
535	0.9329223449
536	0.9316541194
537	0.9313801068
538	0.9304756563
539	0.9295993639
540	0.9283822409
541	0.9264673618
542	0.9255430702
543	0.92440045
544	0.9235168404
545	0.9219542351
546	0.9216537221
547	0.9213249206
548	0.9206830961
549	0.920238741
550	0.9173716432
551	0.9167193993
552	0.9163902042
553	0.9149266805
554	0.9139482246
555	0.9136730852
556	0.9124200958
557	0.9108341737
558	0.9105583922
559	0.9092088565
560	0.9078131157
561	0.9075728087
562	0.9066490129
563	0.9058431871
564	0.9046434043
565	0.9040028096
566	0.9019597405
567	0.9000610041
568	0.8984529177
569	0.8973184289
570	0.8970554752
571	0.8963098547
572	0.8960537553
573	0.8948153694
574	0.8927786057
575	0.8924530114
576	0.8911421539
577	0.8901222819
578	0.8896382377
579	0.8879996444
580	0.8869963715
581	0.8862615734
582	0.8849353795
583	0.8840927881
584	0.8832601822
585	0.8827439155
586	0.8814042951
587	0.8805930434
588	0.87921427
589	0.8789672645
590	0.8780562861
591	0.8767807471
592	0.8761613152
593	0.875810856
594	0.8748998037
595	0.8738078452
596	0.8733135741
597	0.8717890058
598	0.8710202905
599	0.8695214105
600	0.8693068198
601	0.8679252383
602	0.8674508026
603	0.8663176229
604	0.8660814627
605	0.8649409104
606	0.8647144862
607	0.8632113392
608	0.8616823832
609	0.8598169296
610	0.8585818751
611	0.8572130934
612	0.8563158454
613	0.8544838995
614	0.8531339269
615	0.8511128949
616	0.8496433794
617	0.8485339408
618	0.8477834738
619	0.8471392327
620	0.8458189627
621	0.845265203
622	0.8443399882
623	0.8438033819
624	0.8426743166
625	0.8407041025
626	0.8401200317
627	0.8396825338
628	0.8385098954
629	0.8366204101
630	0.8359824899
631	0.8348242572
632	0.833873145
633	0.8334473277
634	0.8327403238
635	0.8309920806
636	0.8304436325
637	0.829348764
638	0.8291387904
639	0.8283108763
640	0.8278371317
641	0.8272148843
642	0.8269648197
643	0.8254902039
644	0.8241873908
645	0.8231388987
646	0.8229451609
647	0.8217876816
648	0.821357325
649	0.8206925016
650	0.8198666263
651	0.8185895506
652	0.8173162935
653	0.8168538678
654	0.8157917818
655	0.8142032348
656	0.8135435763
657	0.8128231399
658	0.8107687054
659	0.8092920733
660	0.8087645948
661	0.8082757543
662	0.8068840831
663	0.8058564853
664	0.805369503
665	0.8041695781
666	0.8027244639
667	0.8020590989
668	0.800951357
669	0.799837608
670	0.7990217907
671	0.7986269096
672	0.797540312
673	0.7960311167
674	0.7958652991
675	0.7952350469
676	0.7945601246
677	0.7940308518
678	0.7937967367
679	0.7935542671
680	0.7926677476
681	0.7915084472
682	0.791241917
683	0.7902702366
684	0.7890158051
685	0.788164642
686	0.7870176835
687	0.7864567402
688	0.7860594671
689	0.7856027498
690	0.7852030409
691	0.7843707254
692	0.7840614552
693	0.7836901205
694	0.783201226
695	0.7824724716
696	0.7823002003
697	0.7816288525
698	0.7805305411
699	0.7799257872
700	0.7790770338
701	0.7781860383
702	0.7771955432
703	0.775754749
704	0.7755822413
705	0.7739338277
706	0.7733787112
707	0.7723662577
708	0.7717076973
709	0.7704089215
710	0.7700085128
711	0.7694322205
712	0.7683977137
713	0.7677225324
714	0.7670340099
715	0.7668122908
716	0.7664805062
717	0.7652714907
718	0.7642754452
719	0.7633373382
720	0.7626610028
721	0.7615333707
722	0.7610805431
723	0.7607578314
724	0.7604940831
725	0.7593942136
726	0.7587001287
727	0.7577875099
728	0.7569721102
729	0.7560853267
730	0.7549619295
731	0.7537446298
732	0.753636092
733	0.7527891344
734	0.7519315935
735	0.7508172774
736	0.7505102588
737	0.7503566628
738	0.7499642847
739	0.7496760262
740	0.7487327108
741	0.7476363233
742	0.7469948707
743	0.7463216106
744	0.7459103502
745	0.7445402591
746	0.7439703166
747	0.7435217707
748	0.7433157349
749	0.7427644208
750	0.7418395718
751	0.7410399209
752	0.7405465695
753	0.7398851829
754	0.7389863521
755	0.7380868012
756	0.7377899532
757	0.7361762839
758	0.7357778053
759	0.7349697712
760	0.734807932
761	0.7346213306
762	0.7343530995
763	0.7338094239
764	0.7335316312
765	0.7326695336
766	0.7317826942
767	0.7310394413
768	0.7308965633
769	0.7305420024
770	0.7302521003
771	0.7294758163
772	0.7288295696
773	0.7280799012
774	0.7271474128
775	0.725937862
776	0.7255490623
777	0.7250027447
778	0.7247169848
779	0.7243994114
780	0.7240483627
781	0.7234698164
782	0.7228107831
783	0.7214871175
784	0.7213396963
785	0.7206904832
786	0.7204244606
787	0.7188311784
788	0.7177144334
789	0.7175245519
790	0.7169467052
791	0.715551366
792	0.7150490774
793	0.7144752614
794	0.7140103292
795	0.7137030741
796	0.7133920528
797	0.7129831522
798	0.7125634389
799	0.7120599123
800	0.7113799796
801	0.7108817216
802	0.7096927905
803	0.7092139631
804	0.7083065281
805	0.7076560871
806	0.7069571004
807	0.7063496305
808	0.7054611591
809	0.7045799689
810	0.7041703717
811	0.7027776035
812	0.7024555611
813	0.7020254366
814	0.7013881747
815	0.700829482
816	0.6996684902
817	0.6983734733
818	0.6975444751
819	0.6971718816
820	0.6962785371
821	0.6951707389
822	0.6950065521
823	0.6944044281
824	0.6934130496
825	0.6929941614
826	0.6922105242
827	0.6914153684
828	0.6910104115
829	0.6908222314
830	0.6906238328
831	0.6900914845
832	0.6891839957
833	0.6885555197
834	0.6882765004
835	0.6881209075
836	0.6870441535
837	0.6868399813
838	0.6866002395
839	0.6858492639
840	0.6847615598
841	0.6842023382
842	0.6836140966
843	0.6828391261
844	0.6823490761
845	0.6813144186
846	0.6811537033
847	0.6810073305
848	0.680364671
849	0.679186811
850	0.6787957232
851	0.677898558
852	0.6775667545
853	0.676976908
854	0.6763600197
855	0.6760159678
856	0.6752279744
857	0.6750526889
858	0.6746210208
859	0.6732065074
860	0.672952948
861	0.6725026512
862	0.6722957094
863	0.6720074721
864	0.671297422
865	0.6705031132
866	0.6702301408
867	0.6694287447
868	0.6690579954
869	0.6687483328
870	0.6681716151
871	0.6669325407
872	0.6659885393
873	0.6655116511
874	0.6652954524
875	0.6651291854
876	0.6641585306
877	0.6636842567
878	0.6631934361
879	0.6630100535
880	0.6626610752
881	0.662353726
882	0.6620620823
883	0.6619034124
884	0.6617397806
885	0.6613094823
886	0.6606606573
887	0.6600414875
888	0.6593345282
889	0.6587347289
890	0.6582852427
891	0.6575164924
892	0.6564153687
893	0.6550044263
894	0.6547255658
895	0.6541789535
896	0.6537577531
897	0.6527541126
898	0.6518608993
899	0.6510143764
900	0.6504500762
901	0.6500853012
902	0.6498781272
903	0.6495281668
904	0.6485009983
905	0.6482593512
906	0.6479328118
907	0.6474060098
908	0.6467790297
909	0.6453615756
910	0.6448435956
911	0.6440083952
912	0.6438974387
913	0.6434181827
914	0.6424544713
915	0.6423037732
916	0.6420859498
917	0.6416757069
918	0.6408062767
919	0.6406161765
920	0.6398128008
921	0.6393164425
922	0.6389050718
923	0.6385749542
924	0.6382518028
925	0.6378750638
926	0.6371375559
927	0.6368604882
928	0.6364900785
929	0.6360103893
930	0.6347772251
931	0.634597762
932	0.6342233572
933	0.6333981043
934	0.6330864921
935	0.6327352951
936	0.632054892
937	0.6316546099
938	0.6314819531
939	0.6312444869
940	0.6310522789
941	0.6307612609
942	0.6302752223
943	0.6298310171
944	0.6293742006
945	0.6287951653
946	0.6285433189
947	0.6275497277
948	0.627123826
949	0.6260183752
950	0.625316775
951	0.6250812984
952	0.6244380158
953	0.623418144
954	0.6227413414
955	0.6222118364
956	0.621497922
957	0.6207091694
958	0.6204500537
959	0.6201210838
960	0.6196227469
961	0.6194503919
962	0.6191547037
963	0.6189042131
964	0.6178364093
965	0.617115603
966	0.6167044922
967	0.6165029196
968	0.6162838653
969	0.6155591077
970	0.6149960765
971	0.6144161394
972	0.61405117
973	0.6139212678
974	0.6133204769
975	0.6132181721
976	0.6129880312
977	0.612405228
978	0.6119408744
979	0.6110089156
980	0.6103119575
981	0.6095117497
982	0.6091650368
983	0.6084788406
984	0.6080950346
985	0.607401667
986	0.60689793
987	0.6066194135
988	0.6063271576
989	0.6058605577
990	0.6055097486
991	0.6050925227
992	0.6046733789
993	0.6043290343
994	0.60340206
995	0.6026299549
996	0.6019477752
997	0.6009622511
998	0.6003930696
999	0.6000547005
1000	0.5992317595
1001	0.5985906476
1002	0.5983716371
1003	0.5981367099
1004	0.597650515
1005	0.5974614427
1006	0.5966013293
1007	0.5961042677
1008	0.5957032798
1009	0.5951730246
1010	0.5949156684
1011	0.5940873751
1012	0.5939277477
1013	0.593713266
1014	0.5933745024
1015	0.5931646925
1016	0.5926801594
1017	0.592088011
1018	0.5916705165
1019	0.5911535528
1020	0.5908191282
1021	0.5905067117
1022	0.5898000854
1023	0.5890028047
1024	0.5887244583
1025	0.5883761299
1026	0.5878773704
1027	0.5871795564
1028	0.5867682258
1029	0.5861161605
1030	0.5853671807
1031	0.5850976105
1032	0.5845254009
1033	0.5840057155
1034	0.5836846843
1035	0.5830716292
1036	0.5826342451
1037	0.5822385069
1038	0.5819297511
1039	0.5811517143
1040	0.5806438962
1041	0.5794141605
1042	0.5791290643
1043	0.5787482893
1044	0.5782401545
1045	0.5781280726
1046	0.577655373
1047	0.5772970417
1048	0.5768708119
1049	0.5763787022
1050	0.5758344921
1051	0.5754685149
1052	0.5752541846
1053	0.5748466306
1054	0.574732954
1055	0.5742989445
1056	0.5738748428
1057	0.573683833
1058	0.573441068
1059	0.5733229465
1060	0.5730084172
1061	0.5728169161
1062	0.5723920841
1063	0.5717780197
1064	0.5716033007
1065	0.5712840652
1066	0.5707083391
1067	0.5702892112
1068	0.5700999975
1069	0.56987797
1070	0.56946271
1071	0.5690542896
1072	0.5684120288
1073	0.568296644
1074	0.5679977867
1075	0.567630966
1076	0.5668866122
1077	0.5665166713
1078	0.5659271827
1079	0.565784003
1080	0.5640959886
1081	0.5637912407
1082	0.5632983051
1083	0.5631057192
1084	0.5626605576
1085	0.561990722
1086	0.5613516151
1087	0.5608881699
1088	0.5604028495
1089	0.5601413429
1090	0.5597537751
1091	0.5591883274
1092	0.5586958449
1093	0.558302593
1094	0.5577775796
1095	0.5567650353
1096	0.5565153156
1097	0.555660978
1098	0.5554815836
1099	0.5552520589
1100	0.5547367914
1101	0.5538428397
1102	0.5537561091
1103	0.5531651942
1104	0.5525775035
1105	0.5519564776
1106	0.551745721
1107	0.5515087995
1108	0.5505292906
1109	0.5500630816
1110	0.5497370676
1111	0.5488870656
1112	0.5486836292
1113	0.5485217773
1114	0.548328528
1115	0.54703822
1116	0.5466273607
1117	0.5463131788
1118	0.5461156371
1119	0.5453873467
1120	0.5446511004
1121	0.5444522269
1122	0.5437631631
1123	0.5436025255
1124	0.5429075627
1125	0.5424194413
1126	0.5419329869
1127	0.5416177433
1128	0.5414147564
1129	0.540944233
1130	0.5403406865
1131	0.5399264886
1132	0.5395884323
1133	0.539091392
1134	0.5387403259
1135	0.5383948729
1136	0.5378656507
1137	0.5373555345
1138	0.5371458266
1139	0.53675028
1140	0.5364795813
1141	0.5360869954
1142	0.5357808079
1143	0.5356897119
1144	0.535250919
1145	0.5343480247
1146	0.5341397325
1147	0.5338884593
1148	0.5334748978
1149	0.5332123036
1150	0.533048559
1151	0.5329386332
1152	0.5327926872
1153	0.5327161213
1154	0.5325048675
1155	0.5322891319
1156	0.5320978074
1157	0.531560703
1158	0.531313852
1159	0.5309009656
1160	0.5305752247
1161	0.5301636844
1162	0.5298261884
1163	0.5296295125
1164	0.5290681901
1165	0.5281322524
1166	0.5278690816
1167	0.5274149241
1168	0.5271012514
1169	0.526283034
1170	0.5255431261
1171	0.5253951147
1172	0.5251551114
1173	0.5248151628
1174	0.5244800466
1175	0.5241428397
1176	0.5237871152
1177	0.5236413155
1178	0.5234320741
1179	0.5230285974
1180	0.5226446206
1181	0.522421023
1182	0.5220787702
1183	0.5217163583
1184	0.5210124837
1185	0.5206960808
1186	0.520431874
1187	0.5202719579
1188	0.5197605354
1189	0.5194277133
1190	0.5188830209
1191	0.5186251896
1192	0.5182898225
1193	0.5180875523
1194	0.5177925267
1195	0.517436467
1196	0.517211969
1197	0.5162490486
1198	0.516058436
1199	0.5159553846
1200	0.5155584895
1201	0.5152982315
1202	0.5146238402
1203	0.5140412122
1204	0.5139526183
1205	0.5137850683
1206	0.5136110258
1207	0.5133841063
1208	0.5130416177
1209	0.5124502312
1210	0.5121612943
1211	0.5116013343
1212	0.5114212893
1213	0.5112273993
1214	0.5110392824
1215	0.5104007899
1216	0.5102336165
1217	0.5095980773
1218	0.5095301604
1219	0.5088116668
1220	0.5085503367
1221	0.5079757669
1222	0.5078606021
1223	0.5076187405
1224	0.5073801482
1225	0.5072102128
1226	0.5070605651
1227	0.5067267882
1228	0.5066374271
1229	0.5064863927
1230	0.506141973
1231	0.5059575417
1232	0.5057399305
1233	0.505414608
1234	0.504839721
1235	0.5045751369
1236	0.5043482659
1237	0.5039081453
1238	0.5033762434
1239	0.5031784634
1240	0.5027927338
1241	0.5016649516
1242	0.5015300922
1243	0.5013781992
1244	0.5008236854
1245	0.500629432
1246	0.5003471324
1247	0.4999233086
1248	0.4990678007
1249	0.4986340407
1250	0.4981941043
1251	0.4975999158
1252	0.4970684446
1253	0.4969092707
1254	0.4958767965
1255	0.4957974493
1256	0.495598961
1257	0.4952703033
1258	0.4949356404
1259	0.4947365639
1260	0.4944185977
1261	0.4938151017
1262	0.4933448964
1263	0.4930482492
1264	0.4928803176
1265	0.4924119533
1266	0.4921082201
1267	0.4916800055
1268	0.4908985571
1269	0.4905226783
1270	0.4901879597
1271	0.4896534613
1272	0.48936811
1273	0.4892281218
1274	0.489037349
1275	0.4887539665
1276	0.4881470171
1277	0.4880436889
1278	0.4878529458
1279	0.4871709999
1280	0.4864394863
1281	0.4862252991
1282	0.4858938765
1283	0.4856463443
1284	0.4855389517
1285	0.4849694763
1286	0.4843534418
1287	0.4834879747
1288	0.4832302242
1289	0.4830504607
1290	0.4825963272
1291	0.4822008686
1292	0.4818286813
1293	0.481624479
1294	0.4811411977
1295	0.4810079655
1296	0.480555369
1297	0.4801252481
1298	0.480004965
1299	0.4797618244
1300	0.4795895964
1301	0.4790559559
1302	0.4789279631
1303	0.4786522499
1304	0.4782891057
1305	0.4775165212
1306	0.4774030255
1307	0.4773296314
1308	0.4770692053
1309	0.4767610128
1310	0.4761929035
1311	0.4759223699
1312	0.4756775764
1313	0.475510767
1314	0.4751372576
1315	0.4750547302
1316	0.4744502279
1317	0.4742865021
1318	0.4741945046
1319	0.4739005105
1320	0.4733156023
1321	0.4725106491
1322	0.4723671047
1323	0.4715575898
1324	0.4708597415
1325	0.4708131174
1326	0.4704151217
1327	0.470072329
1328	0.469832967
1329	0.4695512368
1330	0.4693163545
1331	0.4687471077
1332	0.468320593
1333	0.4679532061
1334	0.4677640267
1335	0.467577892
1336	0.4674042697
1337	0.4672696871
1338	0.4671906122
1339	0.4668508965
1340	0.4665436726
1341	0.4663867965
1342	0.4662938394
1343	0.4660313377
1344	0.4654003959
1345	0.4650504094
1346	0.4649658827
1347	0.4646240128
1348	0.4642394126
1349	0.4641244949
1350	0.4635723683
1351	0.4634241739
1352	0.4627771385
1353	0.4621146489
1354	0.4619590849
1355	0.4616998669
1356	0.4610454078
1357	0.4608748144
1358	0.4604130639
1359	0.4602945402
1360	0.4601814338
1361	0.4599541582
1362	0.4597861089
1363	0.4596003764
1364	0.4594428188
1365	0.4588913895
1366	0.4584798861
1367	0.4580000421
1368	0.4576731166
1369	0.4574547032
1370	0.45733824
1371	0.4569912162
1372	0.4567144262
1373	0.4563378121
1374	0.4558767598
1375	0.455501609
1376	0.4552982626
1377	0.4551735966
1378	0.4548318687
1379	0.4545204064
1380	0.4538547845
1381	0.4535889397
1382	0.4535423367
1383	0.4532757094
1384	0.4528673338
1385	0.4524860718
1386	0.4520983451
1387	0.4515135651
1388	0.4514407089
1389	0.4513039614
1390	0.4511722414
1391	0.451010348
1392	0.4509288632
1393	0.4508219873
1394	0.4506564785
1395	0.4505972106
1396	0.4504734366
1397	0.4501487094
1398	0.4496436889
1399	0.4493788052
1400	0.4488274795
1401	0.4480971922
1402	0.4478174335
1403	0.4474733242
1404	0.4473054233
1405	0.4467257805
1406	0.4464136001
1407	0.4459416962
1408	0.445689166
1409	0.4455871233
1410	0.4452997455
1411	0.4446973882
1412	0.444267832
1413	0.4440996776
1414	0.4439313843
1415	0.4436253789
1416	0.4435530976
1417	0.4430802649
1418	0.4429426808
1419	0.4428509268
1420	0.4427123035
1421	0.4425883536
1422	0.4425000661
1423	0.4421719172
1424	0.44145915
1425	0.4413390992
1426	0.4411230184
1427	0.4408860643
1428	0.440786238
1429	0.440458452
1430	0.4403425499
1431	0.4397187807
1432	0.4391851025
1433	0.4389682437
1434	0.438837266
1435	0.438746903
1436	0.4386316071
1437	0.4384522857
1438	0.4383066254
1439	0.4378024598
1440	0.4376803059
1441	0.4375115511
1442	0.4372539795
1443	0.4369793437
1444	0.436786316
1445	0.4362701686
1446	0.4359631622
1447	0.4357403514
1448	0.4355085886
1449	0.4351470191
1450	0.434792732
1451	0.4339334752
1452	0.4337661084
1453	0.4334803246
1454	0.4333235133
1455	0.4331748089
1456	0.4330809211
1457	0.4329494878
1458	0.4327737947
1459	0.4324891262
1460	0.4323903165
1461	0.4319198245
1462	0.4316780284
1463	0.4312454817
1464	0.4311429925
1465	0.4309088683
1466	0.4308227613
1467	0.4306682958
1468	0.4305155017
1469	0.430415834
1470	0.4302695632
1471	0.4301964076
1472	0.4300732464
1473	0.4299732768
1474	0.4295017073
1475	0.4291793932
1476	0.4289965144
1477	0.4286862889
1478	0.428531837
1479	0.4283085866
1480	0.4281712109
1481	0.4280428075
1482	0.4277127495
1483	0.4274805451
1484	0.4271657972
1485	0.4269924566
1486	0.4268874964
1487	0.4265844196
1488	0.4261904055
1489	0.4258396218
1490	0.4256099221
1491	0.4254955694
1492	0.4253720272
1493	0.4252012979
1494	0.4245925521
1495	0.4242940909
1496	0.4236540594
1497	0.4234910413
1498	0.4231395396
1499	0.4228697279
